PREFERENCE,PROPERTY_TYPE,BEDROOM_NUM,BATHROOM_NUM,BALCONY_NUM,PRICE_PER_UNIT_AREA,FURNISH,AGE,FLOOR_NUM,TOTAL_FLOOR,SUPERBUILTUP_SQFT,PRICE,LOCALITY_WO_CITY,stories
S,Residential Apartment,4.0,4.0,3.0,10109.0,Semi-furnished,Under Construction,10.0,24.0,2913.0,2.94,Sector 108,single
S,Residential Apartment,3.0,3.0,2.0,15499.0,Semi-furnished,Under Construction,8.0,24.0,2343.0,2.34,Sector 108,single
S,Residential Apartment,3.0,3.0,3.0,15544.0,Semi-furnished,Under Construction,10.0,24.0,1745.0,2.71,Sector 108,single
S,Residential Apartment,3.0,3.0,3.0,7282.0,Semi-furnished,Under Construction,7.0,34.0,1900.0,1.38,Sector 106,single
S,Residential Apartment,3.0,3.0,3.0,13500.0,Semi-furnished,Under Construction,7.0,34.0,2050.0,2.77,Sector 106,single
S,Residential Apartment,3.0,4.0,4.0,9783.0,Semi-furnished,1-5,14.0,25.0,1942.0,1.9,Sector 102,single
S,Residential Apartment,2.0,3.0,3.0,14965.0,Semi-furnished,1-5,10.0,39.0,1470.0,2.2,Sector 60,single
S,Residential Apartment,3.0,4.0,3.0,15121.0,Semi-furnished,1-5,14.0,39.0,2050.0,3.1,Sector 60,single
S,Residential Apartment,3.0,3.0,3.0,12941.0,Semi-furnished,5-10,18.0,32.0,1700.0,2.2,Sector 61,single
S,Residential Apartment,3.0,4.0,4.0,16580.0,Semi-furnished,10+,13.0,18.0,2895.0,4.8,Sector 53,single
S,Residential Apartment,4.0,4.0,3.0,14316.0,Semi-furnished,5-10,1.0,19.0,2305.0,3.3,DLF Phase 2,single
S,Independent/Builder Floor,2.0,2.0,2.0,4922.83950617284,Semi-furnished,1-5,0.0,2.0,1620.0,0.7975,Sector 82,single
S,Residential Apartment,2.0,2.0,3.0,12078.0,Semi-furnished,0-1,5.0,25.0,1573.0,1.9,Sector 113 Gurgaon,single
S,Residential Apartment,3.0,4.0,3.0,23913.0,Furnished,1-5,29.0,30.0,2300.0,5.5,Sector 54,single
S,Independent/Builder Floor,2.0,2.0,2.0,4938.271604938272,Semi-furnished,1-5,0.0,2.0,1620.0,0.8,Sector 82,single
S,Independent/Builder Floor,4.0,4.0,3.0,11764.0,Semi-furnished,0-1,1.0,4.0,2890.0,3.4,South City 2,single
S,Residential Apartment,4.0,4.0,4.0,18669.0,Semi-furnished,5-10,11.0,20.0,2812.0,5.25,DLF Phase 5,single
S,Residential Apartment,4.0,4.0,3.0,19157.0,Semi-furnished,5-10,7.0,20.0,2610.0,5.0,DLF Phase 5,single
S,Residential Apartment,6.0,7.0,4.0,11214.0,Semi-furnished,1-5,12.0,12.0,5350.0,6.0,Sector 28,single
S,Independent/Builder Floor,3.0,3.0,2.0,11949.0,Semi-furnished,0-1,2.0,4.0,1590.0,1.9,Sector 57,single
S,Residential Apartment,2.0,2.0,3.0,12290.0,Semi-furnished,1-5,8.0,28.0,2441.0,3.0,Sector 112,single
S,Residential Apartment,3.0,3.0,0.0,15934.0,Semi-furnished,5-10,10.0,15.0,1412.0,2.45,DLF Phase 5,single
S,Residential Apartment,4.0,4.0,4.0,19540.0,Semi-furnished,10+,7.0,20.0,2610.0,5.1,DLF Phase 5,single
S,Residential Apartment,4.0,6.0,4.0,24704.0,Semi-furnished,5-10,12.0,17.0,3886.0,9.6,Sector 54,single
R,Residential Apartment,3.0,3.0,4.0,29000.0,Semi-furnished,1-5,16.0,22.0,1800.0,5.22,Sector 37D,single
R,Residential Apartment,3.0,3.0,2.0,19200.0,Semi-furnished,1-5,0.0,13.0,1185.0,2.2752,Sector 37D,single
S,Residential Apartment,3.0,3.0,3.0,9106.0,Unfurnished,1-5,11.0,19.0,1702.0,1.55,Sector 90,single
S,Residential Apartment,3.0,4.0,4.0,6546.0,Semi-furnished,0-1,15.0,19.0,1940.0,1.27,Sector 103,single
S,Residential Apartment,3.0,4.0,4.0,7357.0,Semi-furnished,1-5,5.0,11.0,1991.0,1.1,Sector 103,single
S,Residential Apartment,3.0,2.0,2.0,10669.0,Semi-furnished,Under Construction,28.0,35.0,1359.0,1.45,Sector 104,single
S,Independent/Builder Floor,5.0,5.0,2.0,21800.0,Semi-furnished,1-5,1.0,4.0,2500.0,5.45,Sector 63,single
S,Residential Apartment,2.0,2.0,3.0,6192.0,Unfurnished,1-5,5.0,14.0,1534.0,0.95,Sector 107,single
S,Residential Apartment,4.0,4.0,2.0,14026.0,Furnished,10+,16.0,20.0,1711.0,2.4,DLF Phase 2,single
S,Residential Apartment,3.0,3.0,4.0,13526.0,Unfurnished,0-1,16.0,28.0,2802.0,3.79,Sector 112,single
S,Residential Apartment,2.0,2.0,2.0,17378.0,Unfurnished,Under Construction,15.0,24.0,1381.0,2.4,Sector 108,single
S,Independent/Builder Floor,3.0,3.0,2.0,12368.0,Semi-furnished,0-1,1.0,4.0,1900.0,2.35,Malibu Town,single
S,Independent/Builder Floor,4.0,4.0,2.0,10750.0,Semi-furnished,1-5,1.0,4.0,2000.0,2.15,Sector 63,single
S,Independent/Builder Floor,3.0,3.0,2.0,10499.0,Semi-furnished,1-5,4.0,4.0,1800.0,1.89,Sector 63A,single
S,Independent/Builder Floor,3.0,3.0,2.0,10500.0,Semi-furnished,1-5,1.0,4.0,1800.0,1.89,Sector 63A,single
S,Independent/Builder Floor,3.0,3.0,2.0,10210.0,Semi-furnished,1-5,2.0,4.0,1850.0,1.89,Sector 63A,single
R,Residential Apartment,2.0,2.0,1.0,15200.0,Semi-furnished,1-5,6.0,12.0,605.0,0.9196,Sector 102,single
S,Independent/Builder Floor,3.0,3.0,2.0,5108.96748838871,Semi-furnished,5-10,1.0,3.0,2799.0,1.43,Uppals Southend,single
R,Residential Apartment,2.0,2.0,3.0,19300.0,Semi-furnished,1-5,14.0,19.0,1380.0,2.6634,Sector 37D,single
R,Residential Apartment,3.0,3.0,3.0,29400.0,Semi-furnished,1-5,16.0,22.0,1800.0,5.292,Sector 37D,single
S,Residential Apartment,3.0,4.0,4.0,7229.0,Semi-furnished,1-5,9.0,11.0,2000.0,1.07,Sector 103,single
S,Residential Apartment,2.0,2.0,3.0,11326.0,Furnished,1-5,7.0,14.0,1536.0,1.05,Sector 107,single
S,Residential Apartment,4.0,5.0,4.0,5494.0,Semi-furnished,1-5,7.0,11.0,2639.0,1.45,Sector 103,single
S,Residential Apartment,3.0,3.0,3.0,8000.0,Semi-furnished,1-5,7.0,29.0,1750.0,1.4,Sector 90,single
S,Residential Apartment,3.0,4.0,4.0,9304.0,Semi-furnished,0-1,8.0,35.0,1999.0,1.86,Sector 68,single
S,Independent House/Villa,4.0,5.0,4.0,24691.35802469136,Semi-furnished,0-1,2.0,2.0,3240.0,8.0,Sector 48,multi
S,Residential Apartment,2.0,2.0,3.0,11111.0,Semi-furnished,Under Construction,8.0,26.0,1215.0,1.35,Sector 102,single
S,Residential Apartment,2.0,2.0,2.0,11275.0,Semi-furnished,0-1,6.0,26.0,1215.0,1.37,Sector 102,single
S,Residential Apartment,3.0,3.0,4.0,10227.0,Semi-furnished,1-5,7.0,14.0,2361.0,1.8,Sector 107,single
S,Residential Apartment,3.0,3.0,4.0,9520.0,Furnished,1-5,1.0,14.0,1943.0,1.39,Sector 107,single
S,Independent/Builder Floor,4.0,4.0,2.0,9629.0,Semi-furnished,0-1,0.0,4.0,2700.0,2.6,Sector 48,single
S,Residential Apartment,4.0,4.0,2.0,10216.0,Unfurnished,5-10,19.0,19.0,1762.0,2.38,DLF Phase 2,single
S,Residential Apartment,2.0,2.0,2.0,14166.0,Semi-furnished,1-5,4.0,20.0,1200.0,1.7,Sector 66,single
S,Residential Apartment,3.0,3.0,2.0,15000.0,Semi-furnished,1-5,11.0,17.0,2200.0,3.3,Sector 66,single
S,Residential Apartment,3.0,3.0,2.0,16410.0,Semi-furnished,1-5,1.0,17.0,1950.0,3.2,Sector 66,single
S,Residential Apartment,3.0,3.0,1.0,16121.0,Semi-furnished,1-5,5.0,21.0,2047.0,3.3,Sector 67,single
S,Independent/Builder Floor,3.0,3.0,3.0,10138.0,Semi-furnished,Under Construction,3.0,4.0,1440.0,1.46,Sector 37D,single
S,Independent/Builder Floor,3.0,3.0,2.0,8000.0,Semi-furnished,5-10,1.0,3.0,1750.0,1.4,Malibu Town,single
S,Residential Apartment,2.0,2.0,2.0,14789.0,Semi-furnished,1-5,12.0,20.0,1188.0,1.76,Sector 66,single
S,Residential Apartment,3.0,2.0,3.0,16000.0,Semi-furnished,0-1,1.0,35.0,1483.0,2.0,Sector 68,single
S,Independent House/Villa,3.0,2.0,2.0,11304.0,Semi-furnished,10+,3.0,3.0,1150.0,1.3,Sector 50,multi
S,Independent/Builder Floor,3.0,3.0,2.0,5684.0,Semi-furnished,5-10,2.0,2.0,1935.0,1.1,Uppals Southend,single
S,Residential Apartment,3.0,3.0,4.0,12805.0,Semi-furnished,Under Construction,10.0,34.0,2538.0,3.25,Sector 36A,single
S,Residential Apartment,3.0,3.0,3.0,22180.0,Semi-furnished,1-5,5.0,40.0,2908.0,6.45,Sector 65,single
S,Residential Apartment,3.0,3.0,4.0,13884.0,Semi-furnished,5-10,9.0,23.0,1815.0,2.52,Sector 66,single
S,Residential Apartment,3.0,3.0,2.0,13506.0,Unfurnished,Under Construction,48.0,48.0,1932.0,2.61,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,13500.0,Unfurnished,Under Construction,38.0,48.0,1420.0,1.92,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,13500.0,Unfurnished,Under Construction,28.0,48.0,1420.0,1.92,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,13623.0,Unfurnished,Under Construction,38.0,48.0,1433.0,1.93,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,13623.0,Unfurnished,Under Construction,28.0,48.0,1433.0,1.93,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,14114.0,Unfurnished,Under Construction,36.0,38.0,1516.0,2.05,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,13542.0,Unfurnished,Under Construction,37.0,38.0,1265.0,1.71,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,13500.0,Unfurnished,Under Construction,7.0,38.0,1265.0,1.71,Sector 65,single
S,Residential Apartment,4.0,4.0,3.0,9791.0,Semi-furnished,1-5,14.0,17.0,2400.0,2.35,Sector 110 A,single
S,Residential Apartment,2.0,2.0,3.0,5600.0,Semi-furnished,0-1,0.0,7.0,1000.0,0.56,Sector 37C,single
S,Independent/Builder Floor,3.0,4.0,3.0,10163.0,Semi-furnished,5-10,2.0,2.0,1525.0,1.55,Sector 51,single
S,Residential Apartment,4.0,4.0,4.0,26328.0,Semi-furnished,Under Construction,2.0,4.0,2089.0,5.5,Sector 63,single
S,Residential Apartment,4.0,4.0,4.0,26280.0,Semi-furnished,Under Construction,2.0,4.0,1484.0,3.9,Sector 63,single
S,Residential Apartment,4.0,4.0,4.0,26319.0,Semi-furnished,Under Construction,2.0,4.0,1421.0,3.74,Sector 63,single
S,Residential Apartment,4.0,4.0,4.0,28383.0,Semi-furnished,Under Construction,4.0,4.0,1367.0,3.88,Sector 63,single
S,Independent House/Villa,4.0,5.0,4.0,18181.81818181818,Semi-furnished,1-5,3.0,3.0,2475.0,4.5,Sector 81,multi
S,Residential Apartment,3.0,4.0,3.0,16363.0,Semi-furnished,5-10,5.0,17.0,2200.0,3.6,Sector 66,single
S,Independent/Builder Floor,4.0,4.0,3.0,10285.0,Semi-furnished,0-1,3.0,4.0,3150.0,3.24,Sector 50,single
S,Residential Apartment,4.0,6.0,4.0,17023.0,Semi-furnished,5-10,5.0,11.0,2943.0,5.01,Sector 31,single
S,Independent/Builder Floor,3.0,3.0,2.0,8865.0,Semi-furnished,0-1,3.0,4.0,2459.0,2.18,Palam Vihar,single
S,Residential Apartment,5.0,5.0,3.0,11082.0,Semi-furnished,0-1,4.0,15.0,3880.0,4.3,Sector 110,single
S,Independent/Builder Floor,3.0,3.0,2.0,14400.0,Semi-furnished,0-1,1.0,4.0,1836.0,1.8,Sector 23,single
S,Independent/Builder Floor,3.0,3.0,2.0,13875.0,Semi-furnished,0-1,2.0,4.0,1254.0,1.74,Sector 23,single
S,Independent/Builder Floor,3.0,3.0,2.0,13840.0,Semi-furnished,0-1,3.0,4.0,1836.0,1.73,Sector 23,single
S,Independent/Builder Floor,4.0,4.0,2.0,12800.0,Semi-furnished,0-1,4.0,4.0,2500.0,3.2,Sector 50,single
S,Independent/Builder Floor,3.0,3.0,2.0,13840.0,Semi-furnished,0-1,3.0,4.0,1836.0,1.73,Sector 23,single
S,Independent/Builder Floor,3.0,3.0,2.0,8336.0,Semi-furnished,0-1,2.0,4.0,2459.0,2.05,Palam Vihar,single
S,Independent/Builder Floor,3.0,3.0,2.0,7959.0,Semi-furnished,0-1,2.0,4.0,2450.0,1.95,Palam Vihar,single
S,Independent/Builder Floor,3.0,4.0,4.0,7559.774964838256,Semi-furnished,10+,2.0,2.0,2844.0,2.15,DLF Phase 2,single
R,Independent/Builder Floor,1.0,1.0,2.0,30000.0,Furnished,1-5,0.0,4.0,1000.0,3.0,Sector 46,single
S,Residential Apartment,3.0,3.0,3.0,7857.0,Semi-furnished,10+,4.0,13.0,2100.0,1.65,Sector 45,single
S,Independent/Builder Floor,4.0,4.0,2.0,19772.0,Semi-furnished,0-1,1.0,3.0,2200.0,4.35,Sector 67A,single
S,Residential Apartment,3.0,3.0,3.0,8095.0,Semi-furnished,1-5,7.0,13.0,2100.0,1.7,Sector-33 Sohna,single
S,Residential Apartment,2.0,2.0,3.0,7017.0,Semi-furnished,1-5,4.0,14.0,1425.0,1.0,Sohna,single
S,Residential Apartment,3.0,3.0,3.0,26595.744680851065,Semi-furnished,1-5,8.0,17.0,2350.0,6.25,Sector 48,single
S,Residential Apartment,3.0,4.0,4.0,9627.0,Semi-furnished,1-5,6.0,27.0,2150.0,2.07,Sector 109,single
S,Residential Apartment,3.0,4.0,4.0,10195.0,Unfurnished,1-5,2.0,25.0,1942.0,1.98,Sector 102,single
S,Residential Apartment,3.0,2.0,2.0,10727.0,Unfurnished,Under Construction,20.0,35.0,1389.0,1.49,Sector 104,single
S,Residential Apartment,3.0,4.0,3.0,10883.0,Semi-furnished,5-10,33.0,34.0,2095.0,2.28,Sector 109,single
S,Independent/Builder Floor,3.0,2.0,3.0,7857.0,Semi-furnished,Under Construction,4.0,4.0,1120.0,0.88,Sector 36 Sohna,single
S,Residential Apartment,4.0,5.0,2.0,30017.0,Semi-furnished,5-10,10.0,17.0,3931.0,11.7996827,Sector 48,single
S,Residential Apartment,4.0,5.0,2.0,29509.0,Semi-furnished,5-10,15.0,17.0,3931.0,11.5999879,Sector 48,single
S,Residential Apartment,3.0,3.0,2.0,25122.0,Semi-furnished,5-10,6.0,17.0,2647.0,6.65,Sector 48,single
S,Residential Apartment,4.0,5.0,3.0,27302.0,Semi-furnished,5-10,8.0,16.0,4615.0,12.599873,Sector 48,single
S,Residential Apartment,3.0,3.0,2.0,24705.0,Semi-furnished,5-10,14.0,16.0,2550.0,6.3,Sector 48,single
S,Residential Apartment,4.0,4.0,2.0,27085.0,Semi-furnished,5-10,10.0,17.0,4615.0,12.4997275,Sector 48,single
S,Residential Apartment,4.0,5.0,2.0,27518.0,Semi-furnished,5-10,12.0,17.0,4615.0,12.699557,Sector 48,single
S,Residential Apartment,4.0,4.0,2.0,28169.0,Semi-furnished,5-10,24.0,45.0,4615.0,12.9999935,Sector 48,single
S,Residential Apartment,3.0,3.0,2.0,23079.0,Semi-furnished,5-10,20.0,45.0,2838.0,6.55,Sector 48,single
S,Residential Apartment,3.0,3.0,2.0,23500.0,Semi-furnished,5-10,25.0,45.0,2647.0,6.45,Sector 48,single
S,Residential Apartment,3.0,4.0,2.0,23538.0,Semi-furnished,5-10,10.0,17.0,2719.0,6.4,Sector 48,single
S,Residential Apartment,3.0,3.0,2.0,23800.0,Semi-furnished,5-10,14.0,17.0,2647.0,6.3,Sector 48,single
S,Residential Apartment,3.0,3.0,2.0,22903.0,Semi-furnished,5-10,6.0,17.0,2838.0,6.5,Sector 48,single
S,Residential Apartment,4.0,6.0,3.0,27982.0,Semi-furnished,5-10,12.0,17.0,3931.0,10.9997242,Sector 48,single
S,Residential Apartment,4.0,6.0,3.0,31578.0,Semi-furnished,5-10,9.0,17.0,3800.0,11.99964,Sector 48,single
S,Residential Apartment,4.0,6.0,3.0,30921.0,Semi-furnished,5-10,7.0,17.0,3800.0,11.74998,Sector 48,single
S,Residential Apartment,4.0,5.0,4.0,29254.0,Semi-furnished,5-10,10.0,17.0,3931.0,11.4997474,Sector 48,single
S,Residential Apartment,3.0,4.0,3.0,12483.0,Semi-furnished,0-1,20.0,25.0,3725.0,4.65,Sector 112,single
S,Residential Apartment,4.0,4.0,2.0,20000.0,Semi-furnished,1-5,11.0,17.0,2625.0,5.25,Sector 66,single
S,Residential Apartment,4.0,4.0,3.0,6255.0,Semi-furnished,1-5,15.0,25.0,2350.0,1.47,Sector 71,single
S,Residential Apartment,3.0,4.0,2.0,7171.0,Semi-furnished,1-5,10.0,14.0,1743.0,1.25,Sector 71,single
S,Residential Apartment,3.0,3.0,3.0,6790.0,Semi-furnished,1-5,9.0,14.0,1620.0,1.1,Sector 71,single
S,Residential Apartment,3.0,3.0,2.0,6734.0,Semi-furnished,1-5,12.0,14.0,1485.0,1.0,Sector 71,single
S,Residential Apartment,2.0,2.0,2.0,7000.0,Semi-furnished,1-5,8.0,14.0,1198.0,0.85,Sector 71,single
S,Residential Apartment,4.0,4.0,4.0,12538.0,Semi-furnished,1-5,14.0,32.0,2273.0,2.85,Sector 82A,single
S,Independent House/Villa,3.0,3.0,3.0,16000.0,Unfurnished,10+,2.0,2.0,2250.0,3.6,Sector 14,multi
S,Independent House/Villa,3.0,3.0,3.0,22222.222222222223,Unfurnished,10+,3.0,3.0,2250.0,5.0,Sector 14,multi
S,Residential Apartment,3.0,3.0,4.0,5950.0,Semi-furnished,1-5,4.0,19.0,1762.0,1.05,Sector 103,single
S,Independent House/Villa,3.0,3.0,3.0,17389.96614342875,Unfurnished,10+,2.0,2.0,3249.0,5.65,Sector 14,multi
S,Independent/Builder Floor,4.0,4.0,4.0,11380.0,Semi-furnished,1-5,3.0,4.0,3078.0,2.39,Sector 57,single
S,Independent/Builder Floor,4.0,5.0,2.0,16384.0,Furnished,1-5,2.0,4.0,3900.0,6.39,DLF Phase 4,single
S,Independent/Builder Floor,3.0,3.0,2.0,10000.0,Semi-furnished,1-5,4.0,4.0,2400.0,1.9,Sector 48,single
S,Independent/Builder Floor,3.0,3.0,2.0,12187.0,Semi-furnished,1-5,2.0,4.0,2367.0,1.95,Sector 57,single
S,Independent/Builder Floor,3.0,3.0,2.0,14583.0,Semi-furnished,1-5,2.0,4.0,1836.0,1.75,Sushant Lok Phase 3,single
S,Independent/Builder Floor,3.0,3.0,2.0,13916.0,Semi-furnished,1-5,3.0,4.0,1800.0,1.67,Sushant Lok Phase 3,single
S,Independent/Builder Floor,3.0,3.0,4.0,12750.0,Semi-furnished,1-5,3.0,4.0,2700.0,2.55,Sushant Lok Phase 3,single
S,Independent/Builder Floor,4.0,4.0,4.0,12228.0,Semi-furnished,1-5,2.0,4.0,2367.0,2.14,Sector 57,single
S,Residential Apartment,4.0,4.0,4.0,14095.0,Semi-furnished,1-5,24.0,40.0,2625.0,3.7,Sector 72,single
S,Residential Apartment,3.0,3.0,3.0,8188.0,Semi-furnished,Under Construction,10.0,17.0,2078.0,1.7,Sector 3,single
S,Residential Apartment,2.0,2.0,2.0,11039.0,Semi-furnished,0-1,17.0,30.0,1406.0,1.55,Sector 74,single
S,Residential Apartment,2.0,2.0,2.0,13200.0,Semi-furnished,0-1,14.0,30.0,1406.0,1.65,Sector 74,single
S,Independent/Builder Floor,3.0,3.0,4.0,15357.0,Semi-furnished,1-5,1.0,3.0,1600.0,2.15,Sector 65,single
S,Residential Apartment,2.0,2.0,2.0,11735.0,Semi-furnished,0-1,14.0,30.0,1406.0,1.65,Sector 74,single
S,Residential Apartment,3.0,3.0,3.0,9444.0,Semi-furnished,Under Construction,16.0,32.0,1829.0,1.7,Sector 85,single
S,Residential Apartment,3.0,3.0,3.0,9041.0,Semi-furnished,Under Construction,9.0,32.0,1830.0,1.65,Sector 85,single
S,Residential Apartment,3.0,3.0,3.0,9150.0,Semi-furnished,Under Construction,12.0,32.0,2131.0,1.95,Sector 85,single
S,Independent/Builder Floor,2.0,2.0,3.0,6155.0,Semi-furnished,0-1,2.0,2.0,1056.0,0.78,Sector 82,single
S,Independent/Builder Floor,3.0,3.0,2.0,9487.0,Semi-furnished,Under Construction,2.0,4.0,1950.0,1.85,Sector 63A,single
S,Independent/Builder Floor,3.0,3.0,2.0,9846.0,Semi-furnished,0-1,3.0,4.0,1950.0,1.92,Sector 63A,single
S,Independent/Builder Floor,3.0,3.0,2.0,8604.0,Semi-furnished,0-1,2.0,4.0,2150.0,1.85,Sector 63A,single
S,Independent/Builder Floor,4.0,4.0,2.0,8888.0,Semi-furnished,0-1,3.0,4.0,2700.0,2.4,Sector 50,single
S,Independent/Builder Floor,4.0,4.0,2.0,9074.0,Semi-furnished,0-1,3.0,4.0,2700.0,2.45,Sector 49,single
S,Independent/Builder Floor,4.0,4.0,2.0,8281.0,Semi-furnished,0-1,2.0,4.0,3200.0,2.65,Sector 50,single
S,Independent/Builder Floor,4.0,4.0,2.0,12037.0,Semi-furnished,0-1,2.0,4.0,2700.0,3.25,Sector 50,single
S,Independent/Builder Floor,4.0,4.0,2.0,13018.0,Semi-furnished,Under Construction,4.0,4.0,2650.0,3.45,Sector 50,single
S,Independent/Builder Floor,3.0,3.0,2.0,10111.0,Semi-furnished,Under Construction,1.0,4.0,1800.0,1.82,Sector 48,single
S,Independent/Builder Floor,3.0,3.0,2.0,10857.0,Semi-furnished,0-1,3.0,3.0,1750.0,1.9,Sector 50,single
S,Independent/Builder Floor,3.0,3.0,2.0,9578.0,Semi-furnished,0-1,1.0,4.0,1900.0,1.82,Sector 45,single
S,Independent/Builder Floor,3.0,3.0,2.0,9729.0,Semi-furnished,0-1,1.0,4.0,1850.0,1.8,Sector 63A,single
S,Residential Apartment,3.0,3.0,3.0,10888.0,Unfurnished,5-10,7.0,22.0,1745.0,1.9,Sector 109,single
R,Independent/Builder Floor,1.0,1.0,2.0,26000.0,Furnished,0-1,2.0,3.0,630.0,1.638,Sector 54,single
R,Independent/Builder Floor,2.0,2.0,4.0,30000.0,Semi-furnished,1-5,1.0,2.0,644.0,1.932,Sector-33 Sohna,single
S,Residential Apartment,1.0,1.0,1.0,6128.0,Unfurnished,1-5,7.0,10.0,359.0,0.22,Sector-33 Sohna,single
R,Independent/Builder Floor,2.0,2.0,4.0,30000.0,Semi-furnished,1-5,1.0,2.0,644.0,1.932,Sector-33 Sohna,single
S,Residential Apartment,2.0,2.0,2.0,7532.0,Unfurnished,0-1,6.0,14.0,531.0,0.4,Sector 36 Sohna,single
S,Residential Apartment,1.0,1.0,1.0,6432.0,Unfurnished,1-5,7.0,10.0,342.0,0.22,Sector-33 Sohna,single
S,Residential Apartment,2.0,2.0,2.0,6639.0,Unfurnished,1-5,7.0,10.0,609.0,0.405,Sector-33 Sohna,single
R,Residential Apartment,2.0,2.0,4.0,25000.0,Semi-furnished,1-5,10.0,18.0,849.0,2.1225,Sector-2 Sohna,single
S,Residential Apartment,3.0,3.0,3.0,5920.0,Semi-furnished,5-10,9.0,15.0,1537.0,0.91,Sector 37C,single
S,Residential Apartment,3.0,3.0,2.0,18584.0,Semi-furnished,5-10,17.0,28.0,3363.0,6.25,Sector 65,single
S,Residential Apartment,3.0,3.0,4.0,16610.0,Semi-furnished,1-5,16.0,32.0,2588.0,4.3,Sector 62,single
S,Residential Apartment,3.0,5.0,4.0,19950.0,Semi-furnished,1-5,11.0,21.0,4010.0,8.0,Sector 65,single
S,Residential Apartment,3.0,3.0,4.0,19933.0,Semi-furnished,1-5,10.0,40.0,3888.0,7.75,Sector 65,single
S,Independent/Builder Floor,4.0,4.0,3.0,10555.555555555557,Semi-furnished,0-1,2.0,4.0,2700.0,2.85,Sector 49,single
S,Residential Apartment,2.0,2.0,1.0,5405.0,Semi-furnished,1-5,4.0,11.0,925.0,0.5,Sector 37C,single
S,Independent/Builder Floor,3.0,3.0,2.0,7692.0,Semi-furnished,10+,2.0,3.0,1950.0,1.5,Palam Vihar,single
S,Independent/Builder Floor,3.0,3.0,2.0,8750.0,Semi-furnished,10+,3.0,3.0,2000.0,1.75,Palam Vihar,single
R,Residential Apartment,3.0,3.0,3.0,32000.0,Semi-furnished,1-5,3.0,14.0,1650.0,5.28,Sector 102,single
S,Residential Apartment,4.0,3.0,2.0,17708.0,Furnished,0-1,2.0,4.0,4800.0,8.5,Sector 63A,single
S,Independent/Builder Floor,3.0,3.0,4.0,7777.0,Unfurnished,1-5,1.0,2.0,2250.0,1.75,Sector 102,single
S,Residential Apartment,3.0,4.0,1.0,9185.0,Unfurnished,0-1,5.0,14.0,2025.0,1.86,Sector 102,single
S,Residential Apartment,3.0,4.0,4.0,7954.0,Unfurnished,1-5,11.0,24.0,1760.0,1.4,Sector 106,single
S,Residential Apartment,3.0,3.0,4.0,11609.0,Semi-furnished,0-1,10.0,26.0,1852.0,2.15,Sector 102,single
S,Residential Apartment,3.0,3.0,3.0,10361.0,Unfurnished,Under Construction,18.0,35.0,1689.0,1.75,Sector 104,single
S,Residential Apartment,2.0,2.0,3.0,8102.0,Unfurnished,1-5,7.0,18.0,1481.0,1.2,Sector 103,single
S,Independent/Builder Floor,4.0,4.0,4.0,11111.0,Semi-furnished,1-5,3.0,4.0,2160.0,2.4,Sector 57,single
S,Independent House/Villa,4.0,3.0,3.0,15789.0,Semi-furnished,0-1,1.0,1.0,3800.0,6.0,Sector 63A,single
S,Independent House/Villa,9.0,9.0,4.0,25054.466230936818,Semi-furnished,5-10,3.0,3.0,1836.0,4.6,Sector 46,multi
S,Residential Apartment,3.0,3.0,3.0,17073.0,Semi-furnished,0-1,14.0,32.0,2588.0,4.42,Sector 62,single
S,Residential Apartment,3.0,2.0,4.0,10865.0,Semi-furnished,5-10,12.0,19.0,1629.0,1.77,Nirvana Country,single
S,Residential Apartment,2.0,2.0,3.0,11566.0,Semi-furnished,Under Construction,10.0,34.0,1366.0,1.58,Sector 106,single
S,Independent/Builder Floor,3.0,3.0,2.0,12907.0,Semi-furnished,0-1,4.0,4.0,1410.0,1.82,Sector 48,single
S,Residential Apartment,3.0,3.0,2.0,8717.0,Semi-furnished,0-1,1.0,15.0,1950.0,1.7,Sector 70,single
S,Residential Apartment,3.0,3.0,2.0,7885.0,Semi-furnished,0-1,1.0,15.0,1550.0,1.22,Sector 70,single
S,Independent/Builder Floor,3.0,3.0,2.0,8387.0,Semi-furnished,0-1,2.0,4.0,1550.0,1.3,Sector 88B,single
S,Independent/Builder Floor,3.0,3.0,1.0,11418.533157663593,Furnished,0-1,3.0,4.0,2277.0,2.6,Sector 31,single
S,Residential Apartment,2.0,2.0,1.0,7500.0,Unfurnished,0-1,8.0,13.0,800.0,0.6,Sector 67,single
S,Residential Apartment,4.0,4.0,2.0,25283.0,Unfurnished,1-5,15.0,40.0,4944.0,12.4999152,Sector 65,single
S,Independent/Builder Floor,3.0,2.0,3.0,7863.0,Unfurnished,0-1,2.0,4.0,1081.0,0.85,Sohna,single
S,Independent/Builder Floor,3.0,3.0,3.0,14545.0,Semi-furnished,1-5,1.0,5.0,1650.0,2.4,Sector 65,single
S,Residential Apartment,2.0,2.0,3.0,8048.0,Unfurnished,1-5,9.0,26.0,1640.0,1.32,Sector 85,single
