,LATITUDE,LONGITUDE
939, '28.39988', '77.09654'
940, '28.4032923', '77.035768'
941, '28.4439713', '77.1111214'
942, '28.4059272', '77.0359926'
943, '28.402309427353', '77.036047802092'
944, '28.402309427353', '77.036047802092'
945, '28.4067756', '77.0823482'
946, '28.4439713', '77.1111214'
947, '28.50279', '76.964006'
948, '28.4370662', '77.111674'
949, '28.4098449', '77.1087786'
950, '28.4496067', '77.0931273'
951, '28.4497545', '77.0930819'
952, '28.4439713', '77.1111214'
953, '28.413115', '77.057045'
954, '28.4467252', '77.1054226'
955, '28.428074', '77.0650809'
956, '28.3835153', '77.0686247'
957, '28.410278', '76.96353'
958, '28.386101', '77.070028'
959, '28.386101', '77.070028'
960, '28.386101', '77.070028'
961, '28.399273', '77.070425'
962, '28.399273', '77.070425'
963, '28.391640123846', '77.065127854166'
964, '28.44673', '77.09355'
966, '28.4056704', '77.070837'
967, '28.460089', '77.066245'
968, '28.4056704', '77.070837'
969, '28.3982709', '77.053568'
970, '28.425675', '77.043508'
971, '28.47272', '77.07494'
972, '28.47272', '77.07494'
973, '28.437178', '77.133522'
974, '28.437178', '77.133522'
975, '28.422235', '77.033496'
976, '28.4247815', '77.0325712'
978, '28.4247815', '77.0325712'
979, '28.385039', '77.022483'
980, '28.385039', '77.022483'
981, '28.382146', '77.055471'
982, '28.385039', '77.022483'
983, '28.382146', '77.055471'
984, '28.513561', '77.04052'
985, '28.512249', '77.04068'
986, '28.514158', '77.04324'
987, '28.518908', '77.04002'
988, '28.519032', '77.04079'
989, '28.473381', '77.011566'
990, '28.5129305', '77.037736'
991, '28.51939', '77.04522'
992, '28.5138', '77.0438'
993, '28.509218', '77.02937'
994, '28.509218', '77.02937'
995, '28.509218', '77.02937'
996, '28.50973', '77.03588'
997, '28.512415', '77.04226'
998, '28.50899', '77.0367'
1001, '28.509472', '77.05043'
1002, '28.517801', '77.04243'
1003, '28.511335', '77.09096'
1004, '28.4978578', '76.9991457'
1006, '28.4439713', '77.1111214'
1007, '28.4234414', '77.0765927'
1008, '28.4439713', '77.1111214'
1009, '28.4234414', '77.0765927'
1010, '28.4934896', '77.1039288'
1011, '28.4439713', '77.1111214'
1012, '28.4595', '77.02664'
1013, '28.284154', '77.0795984'
1014, '28.4439933', '77.06652'
1015, '28.419494', '77.100871'
1016, '28.466154', '77.077396'
1017, '28.4439933', '77.06652'
1018, '28.4081658', '76.9628658'
1019, '28.4254865', '77.0713941'
1020, '28.396246', '76.956102'
1021, '28.4799158', '77.0951357'
1022, '28.4143482', '77.0466376'
1023, '28.486704', '77.09049'
1025, '28.40185', '77.061015'
1026, '28.3830825', '77.0176871'
1027, '28.3942243', '77.0214047'
1028, '28.3829248', '77.0178327'
1029, '28.3954992', '77.024781'
1030, '28.415274', '77.1111214'
1031, '28.3819662', '77.0200276'
1032, '28.36235', '76.97871'
1033, '28.4572434', '77.0782527'
1034, '28.385039', '77.022483'
1035, '28.3821671', '77.0256223'
1036, '28.3839966', '77.0153032'
1037, '28.4234414', '77.0765927'
1038, '28.459821', '77.04516'
1039, '28.3566702', '76.9733452'
1040, '28.4034007', '77.0372884'
1041, '28.455542686641', '76.9733897433'
1042, '28.279509', '77.06703'
1043, '28.530129', '77.026134'
1044, '28.530129', '77.026134'
1045, '28.455542686641', '76.9733897433'
1046, '28.454128', '77.095477'
1047, '28.4889627', '77.0866646'
1048, '28.50259', '77.100084'
1049, '28.475081', '77.108819'
1050, '28.40622', '77.042469'
1051, '28.401406', '77.050549'
1052, '28.40356', '77.085012'
1053, '28.40356', '77.085012'
1054, '28.4066103', '77.0365099'
1055, '28.412465', '77.045831'
1056, '28.516331087497', '76.995685046165'
1057, '28.416629', '77.038982'
1058, '28.4164', '77.01262'
1059, '28.4164', '77.01262'
1060, '28.416629', '77.038982'
1061, '28.279509', '77.06703'
1062, '28.42352', '77.09802'
1063, '28.3889069', '76.9513279'
1064, '28.4048661', '77.0404669'
1065, '28.4062255', '77.0350429'
1066, '28.385039', '77.022483'
1067, '28.4889627', '77.0866646'
1068, '28.40356', '77.085012'
1069, '28.40356', '77.085012'
1070, '28.430479', '76.959579'
1071, '28.430479', '76.959579'
1074, '28.430479', '76.959579'
1076, '28.4518', '77.036575'
1077, '28.3923193', '77.0886918'
1078, '28.3923193', '77.0886918'
1080, '28.4754909', '77.1032095'
1081, '28.42049', '77.06328'
1082, '28.475639', '77.0823482'
1085, '28.4057589', '77.0345235'
1086, '28.465786', '77.083806'
1087, '28.4572434', '77.0782527'
1088, '28.4067756', '77.0823482'
1089, '28.465786', '77.083806'
1090, '28.5068253', '77.0636419'
1091, '28.43642', '77.1099'
1092, '28.4572434', '77.0782527'
1093, '28.4572434', '77.0782527'
1094, '28.465786', '77.083806'
1095, '28.4572434', '77.0782527'
1096, '28.4754909', '77.1032095'
1097, '28.4572434', '77.0782527'
1098, '28.465786', '77.083806'
1099, '28.412919', '77.069362'
1100, '28.412919', '77.069362'
1101, '28.4572434', '77.0782527'
1102, '28.4754909', '77.1032095'
1103, '28.4754909', '77.1032095'
1104, '28.4572434', '77.0782527'
1105, '28.465786', '77.083806'
1106, '28.4889627', '77.0866646'
1108, '28.4572434', '77.0782527'
1109, '28.4572434', '77.0782527'
1111, '28.4746969', '76.9686267'
1112, '28.4266134', '77.0545575'
1113, '28.4367302', '77.1366519'
1114, '28.386048', '77.0607637'
1115, '28.422656', '77.045656'
1116, '28.460056', '77.089036'
1117, '28.421608', '77.092183'
1118, '28.443185', '77.108897'
1119, '28.433339', '77.105472'
1121, '28.463979', '76.961894'
1122, '28.46252', '76.951718'
1123, '28.4085198', '76.9369384'
1124, '28.4093404', '76.956789'
1125, '28.46252', '76.951718'
1126, '28.4853327', '76.9903678'
1127, '28.444091', '76.967096'
1128, '28.447043', '77.095211'
1129, '28.382146', '77.055471'
1130, '28.382146', '77.055471'
1131, '28.386708', '77.062881'
1132, '28.415287970251594', '77.0291007310152'
1133, '28.386708', '77.062881'
1134, '28.446539', '77.067694'
1135, '28.444091', '76.967096'
1136, '28.444091', '76.967096'
1137, '28.444091', '76.967096'
1138, '28.4256506', '77.099613'
1139, '28.3806869', '77.0606238'
1140, '28.3879259', '77.0626381'
1141, '28.387585', '77.06337'
1142, '28.387585', '77.06337'
1143, '28.3817122', '77.0595016'
1144, '28.3880665', '77.0632666'
1145, '28.40356', '77.085012'
1146, '28.38001', '77.06087'
1147, '28.460056', '77.089036'
1148, '28.408549', '77.042348'
1149, '28.386048', '77.0607637'
1150, '28.4754909', '77.1032095'
1151, '28.429388', '77.098629'
1152, '28.455542686641', '76.9733897433'
1153, '28.415287970251594', '77.0291007310152'
1154, '28.397175', '76.935532'
1155, '28.382146', '77.055471'
1156, '28.428726', '77.040082'
1157, '28.386708', '77.062881'
1158, '28.476487', '77.073759'
1159, '28.5129305', '77.037736'
1160, '28.476487', '77.073759'
1161, '28.45135', '76.9888'
1162, '28.45135', '76.9888'
1163, '28.378112', '77.056045'
1164, '28.38922', '77.0551'
1165, '28.421608', '77.092183'
1166, '28.386101', '77.070028'
1167, '28.391640123846', '77.065127854166'
1168, '28.399273', '77.070425'
1169, '28.410625', '77.021544'
1170, '28.393835', '77.032633'
1171, '28.429907', '77.032135'
1172, '28.493323', '77.103962'
1175, '28.378112', '77.056045'
1176, '28.4320243', '76.9859591'
1177, '28.4157508', '77.0266991'
1178, '28.377996', '77.05667'
1179, '28.416575', '77.025941'
1180, '28.3779919', '77.0570222'
1181, '28.3779981', '77.0569919'
1182, '28.3779919', '77.0570222'
1183, '28.458598', '77.108078'
1184, '28.458598', '77.108078'
1185, '28.4157492', '77.0266807'
1186, '28.4157492', '77.0266807'
1187, '28.4157644', '77.0266761'
1188, '28.408549', '77.042348'
1189, '77.02664', '28.4595'
1190, '28.386708', '77.062881'
1191, '28.412465', '77.045831'
1192, '28.378112', '77.056045'
1193, '28.42631', '77.03906'
1194, '28.442703', '77.062888'
1195, '28.416575', '77.025941'
1196, '28.416575', '77.025941'
1197, '28.416575', '77.025941'
1198, '28.416575', '77.025941'
1199, '28.416575', '77.025941'
1200, '28.416575', '77.025941'
1201, '28.416575', '77.025941'
1202, '28.416575', '77.025941'
1203, '28.416575', '77.025941'
1204, '28.416575', '77.025941'
1205, '28.378112', '77.056045'
1206, '28.386048', '77.0607637'
1207, '28.386048', '77.0607637'
1208, '28.4320243', '76.9859591'
1209, '28.4320243', '76.9859591'
1210, '28.38762', '77.06333'
1211, '28.386048', '77.0607637'
1212, '28.386708', '77.062881'
1213, '28.386048', '77.0607637'
1214, '28.386048', '77.0607637'
1216, '28.464937', '77.080879'
1217, '28.386048', '77.0607637'
1218, '28.386708', '77.062881'
1219, '28.45382', '77.09956'
1220, '28.378112', '77.056045'
1221, '28.378112', '77.056045'
1222, '28.378112', '77.056045'
1223, '28.378112', '77.056045'
1224, '28.378112', '77.056045'
1225, '28.378112', '77.056045'
1226, '28.378112', '77.056045'
1227, '28.378112', '77.056045'
1228, '28.378112', '77.056045'
1229, '28.378112', '77.056045'
1230, '28.475081', '77.108819'
1231, '28.386048', '77.0607637'
1232, '28.407854', '76.9153281'
1233, '28.4572434', '77.0782527'
1234, '28.281936', '77.057485'
1235, '28.283876', '77.068298'
1236, '28.445927', '77.099865'
1237, '28.4412952', '77.0981743'
1238, '28.445927', '77.099865'
1239, '28.448805', '77.093635'
1240, '28.458224', '77.099668'
1241, '28.4439713', '77.1111214'
1242, '28.4548972', '77.1053673'
1243, '28.4412952', '77.0981743'
1244, '28.508126', '77.017603'
1245, '28.493323', '77.103962'
1246, '28.4412952', '77.0981743'
1247, '28.400332', '77.097455'
1248, '28.386254', '76.966492'
1249, '28.3889069', '76.9513279'
1250, '28.386254', '76.966492'
1251, '28.4124091', '76.9120913'
1252, '28.4153994', '77.037736'
1253, '28.4153304', '77.0905343'
1254, '28.4091958', '77.0478112'
1255, '28.366243', '76.945404'
1256, '28.404621', '77.0404867'
1257, '28.382146', '77.055471'
1258, '28.413458', '76.912963'
1259, '28.449416', '77.041152'
1260, '28.4085579', '76.951783'
1261, '28.397175', '76.935532'
1262, '28.4153994', '77.037736'
1263, '28.4081024', '77.0400541'
1264, '28.4085579', '76.951783'
1265, '28.397175', '76.935532'
1266, '28.397175', '76.935532'
1267, '28.396246', '76.956102'
1268, '28.396246', '76.956102'
1269, '28.4153994', '77.037736'
1270, '28.382146', '77.055471'
1271, '28.4153994', '77.037736'
1272, '28.4153994', '77.037736'
1273, '28.493729', '77.106531'
1274, '28.4994', '77.094452'
1275, '28.408363', '77.05355'
1276, '28.433339', '77.105472'
1277, '28.464346', '77.084564'
1278, '28.417383', '77.05454'
1279, '28.444447', '77.06421'
1280, '28.409324', '77.045716'
1281, '28.4085579', '76.951783'
1283, '28.482988', '77.08962'
1284, '28.482988', '77.08962'
1285, '28.385039', '77.022483'
1287, '28.3954992', '77.024781'
1288, '28.476487', '77.073759'
1289, '28.476487', '77.073759'
1291, '28.423676', '77.10675'
1292, '28.41356', '77.058205'
1293, '28.425856', '77.0603'
1294, '28.393486', '77.018605'
1296, '28.40135', '76.93488'
1297, '28.399895', '76.93103'
1298, '28.484342', '77.088299'
1299, '28.437178', '77.133522'
1300, '28.508126', '77.017603'
1301, '28.460089', '77.066245'
1302, '28.453807', '77.0492504'
1303, '28.415274', '77.1111214'
1304, '28.4091958', '77.0478112'
1305, '28.383166', '77.024828'
1306, '28.4234414', '77.0765927'
1307, '28.4367302', '77.1366519'
1308, '28.4160426', '77.0593246'
1309, '28.428074', '77.0650809'
1310, '28.36011', '77.0734'
1311, '28.401137', '77.064929'
1312, '28.444091', '76.967096'
1313, '28.4746969', '76.9686267'
1314, '28.481127', '76.973756'
1315, '28.396246', '76.956102'
1316, '28.400332', '77.097455'
1317, '28.42049', '77.06328'
1318, '28.4532404', '77.0881034'
1319, '28.4256506', '77.099613'
1321, '28.429253', '77.029756'
1322, '28.41018', '77.05813'
1323, '28.3935416', '76.9599852'
1324, '28.39661', '76.97283'
1325, '28.40922', '77.049483'
1326, '28.40922', '77.049483'
1327, '28.3978488', '77.0679097'
1328, '28.4256506', '77.099613'
1329, '28.4251808', '77.1096829'
1330, '28.4256506', '77.099613'
1331, '28.387272', '76.941182'
1332, '28.387272', '76.941182'
1333, '28.4256506', '77.099613'
1334, '28.42049', '77.06328'
1335, '28.442662', '77.057562'
1336, '28.39661', '76.97283'
1337, '28.3988586', '76.9619709'
1338, '28.4256506', '77.099613'
1339, '28.401311', '76.9513432'
1340, '28.396846', '76.948609'
1341, '28.404439', '76.950907'
1342, '28.51417', '76.983935'
1343, '28.4256506', '77.099613'
1344, '28.4256506', '77.099613'
1345, '28.384036', '77.021938'
1346, '28.384036', '77.021938'
1347, '28.4746969', '76.9686267'
1348, '28.3852265', '77.0690143'
1349, '28.47878', '76.99599'
1350, '28.4256506', '77.099613'
1351, '28.4256506', '77.099613'
1352, '28.417831', '77.052274'
1353, '28.51417', '76.983935'
1354, '28.524123', '77.0348573'
1355, '28.4056704', '77.070837'
1356, '28.412465', '77.045831'
1357, '28.412465', '77.045831'
1358, '28.410625', '77.021544'
1359, '28.4055435', '77.0757181'
1360, '28.401311', '76.9513432'
1361, '28.401311', '76.9513432'
1362, '28.4787388', '76.974614'
1363, '28.5131189', '76.9859542'
1364, '28.5087805', '77.0020769'
1365, '28.530129', '77.026134'
1366, '28.4256506', '77.099613'
1367, '28.387272', '76.941182'
1368, '28.51856', '77.017135'
1369, '28.4989487', '76.9997723'
1370, '28.417831', '77.052274'
1371, '28.4056704', '77.070837'
1372, '28.416575', '77.025941'
1373, '28.416575', '77.025941'
1374, '28.398753', '77.072105'
1375, '28.4107213', '77.0465652'
1376, '28.413115', '77.057045'
1377, '28.412465', '77.045831'
1378, '28.4056704', '77.070837'
1379, '28.4067756', '77.0823482'
1380, '28.4256506', '77.099613'
1381, '28.3971448', '77.0866646'
1382, '28.3973836', '76.9363097'
1383, '28.403301', '77.045624'
1384, '28.422235', '77.033496'
1385, '28.40622', '77.042469'
1386, '28.420457', '77.038483'
1387, '28.423345', '77.037523'
1388, '28.3974043', '76.9362299'
1389, '28.397175', '76.935532'
1390, '28.406885', '76.930127'
1391, '28.386101', '77.070028'
1392, '28.4143118', '77.1123583'
1393, '28.4009854', '77.0863396'
1394, '28.4090849', '77.1014979'
1395, '28.411794', '77.06903'
1396, '28.3974533', '77.0990198'
1397, '28.3974533', '77.0990198'
1398, '28.4234414', '77.0765927'
1399, '28.391640123846', '77.065127854166'
1400, '28.40356', '77.085012'
1401, '28.39988', '77.09654'
1402, '28.4105257', '77.1105619'
1403, '28.389679', '77.059355'
1404, '28.3998268', '77.0610017'
1405, '28.412502', '77.113072'
1406, '28.401575', '77.10647'
1407, '28.399559', '77.061027'
1408, '28.4050212', '77.0469468'
1409, '28.402309427353', '77.036047802092'
1410, '28.397175', '76.935532'
1411, '28.437178', '77.133522'
1412, '28.4014659', '77.0531172'
1413, '28.41474', '77.09192'
1414, '28.42775', '77.05034'
1415, '28.4050212', '77.0469468'
1416, '28.390872', '76.95272'
1417, '28.41201', '77.09085'
1418, '28.405628', '76.926043'
1419, '28.405628', '76.926043'
1420, '28.405628', '76.926043'
1421, '28.405628', '76.926043'
1422, '28.39181', '76.949669'
1423, '28.39181', '76.949669'
1424, '28.3998268', '77.0610017'
1425, '28.4247815', '77.0325712'
1426, '28.4572434', '77.0782527'
1427, '28.4754909', '77.1032095'
1428, '28.249352', '77.067276'
1429, '28.465786', '77.083806'
1430, '28.449635', '77.095411'
1431, '28.455618', '77.083076'
1432, '28.4532404', '77.0881034'
1433, '28.460089', '77.066245'
1434, '28.454279', '77.085314'
1435, '28.465786', '77.083806'
1436, '28.285808', '77.066673'
1437, '28.4731287', '77.0897112'
1438, '28.40356', '77.085012'
1439, '28.4731287', '77.0897112'
1440, '28.4731287', '77.0897112'
1441, '28.4731287', '77.0897112'
1442, '28.428074', '77.0650809'
1443, '28.42049', '77.06328'
1444, '28.42049', '77.06328'
1445, '28.4153994', '77.037736'
1446, '28.42049', '77.06328'
1447, '28.42049', '77.06328'
1448, '28.4149225', '77.0699586'
1450, '28.424352', '77.103798'
1451, '28.401406', '77.050549'
1452, '28.40622', '77.042469'
1454, '28.4091958', '77.0478112'
1455, '28.428639', '77.073008'
1456, '28.4572434', '77.0782527'
1457, '28.4532404', '77.0881034'
1458, '28.4532404', '77.0881034'
1459, '28.413115', '77.057045'
1460, '28.413115', '77.057045'
1461, '28.4317031', '77.0361832'
1462, '28.38922', '77.0551'
1463, '28.4968932', '76.9820198'
1464, '28.496877', '76.9820261'
1465, '28.454279', '77.085314'
1466, '28.4971168', '76.9804465'
1467, '28.44673', '77.09355'
1468, '28.4532404', '77.0881034'
1469, '28.4532404', '77.0881034'
1470, '28.4987703', '77.0001432'
1471, '28.4988938', '77.0001931'
1472, '28.4509146', '77.0804868'
1473, '28.413115', '77.057045'
1474, '28.482289', '76.991786'
1475, '28.5141481', '76.9742783'
1476, '28.514119', '76.9744844'
1477, '28.5141721', '76.9746645'
1478, '28.405571', '77.068958'
1479, '28.4819176', '76.9721801'
1480, '28.4819145', '76.972277'
1481, '28.4819199', '76.9721757'
1482, '28.5009972', '77.0104259'
1483, '28.484795', '76.999036'
1484, '28.454279', '77.085314'
1485, '28.413115', '77.057045'
1486, '28.413115', '77.057045'
1487, '28.3792705', '77.0620338'
1488, '28.3962238', '77.0992203'
1489, '28.44673', '77.09355'
1490, '28.464705', '77.077255'
1491, '28.4572434', '77.0782527'
1492, '28.4439713', '77.1111214'
1493, '28.4234414', '77.0765927'
1495, '28.4139', '76.917083'
1496, '28.484814', '77.080853'
1497, '28.413115', '77.057045'
1498, '28.4439713', '77.1111214'
1499, '28.413382', '77.06868'
1500, '28.44223', '77.07803'
1501, '28.413115', '77.057045'
1502, '28.431128', '76.949615'
1503, '28.392946', '77.022442'
1504, '28.455542686641', '76.9733897433'
1505, '28.3993997', '76.9703234'
1506, '28.397175', '76.935532'
1507, '28.3993997', '76.9703234'
1508, '28.409748', '76.953903'
1509, '28.395494', '76.9756004'
1510, '28.499693', '76.999962'
1511, '28.409748', '76.953903'
1512, '28.39332', '76.945729'
1513, '28.356562', '76.973291'
1514, '28.356562', '76.973291'
1515, '28.356562', '76.973291'
1516, '28.406885', '76.930127'
1517, '28.499693', '76.999962'
1518, '28.405391', '76.952235'
1519, '28.405391', '76.952235'
1520, '28.409748', '76.953903'
1521, '28.431128', '76.949615'
1522, '28.409748', '76.953903'
1523, '28.392946', '77.022442'
1524, '28.392946', '77.022442'
1525, '28.4093404', '76.956789'
1526, '28.4093404', '76.956789'
1527, '28.4093404', '76.956789'
1528, '28.42775', '77.05034'
1529, '28.4520759', '77.0797383'
1530, '28.418353', '77.053084'
